battle,battleLabel,date,location
http://www.wikidata.org/entity/Q762732,Battle of Sardarabad,,http://www.wikidata.org/entity/Q2412883
http://www.wikidata.org/entity/Q763004,Battle of Artenay,1870-10-10T00:00:00Z,http://www.wikidata.org/entity/Q706912
http://www.wikidata.org/entity/Q763428,Battle of Pelagonia,1259-09-01T00:00:00Z,http://www.wikidata.org/entity/Q1138800
http://www.wikidata.org/entity/Q763551,Battle of Brienne,1814-01-29T00:00:00Z,http://www.wikidata.org/entity/Q498869
http://www.wikidata.org/entity/Q764177,Battle of Wawon,1950-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q764673,Battle of Alalia,,
http://www.wikidata.org/entity/Q764793,Battle of Fornovo,1495-07-06T00:00:00Z,http://www.wikidata.org/entity/Q100826
http://www.wikidata.org/entity/Q764819,Battle of Gembloux,1578-02-10T00:00:00Z,http://www.wikidata.org/entity/Q223927
http://www.wikidata.org/entity/Q765175,Battle of Yenidje,1912-11-02T00:00:00Z,http://www.wikidata.org/entity/Q929022
http://www.wikidata.org/entity/Q765215,Second Battle of Winchester,1863-01-01T00:00:00Z,http://www.wikidata.org/entity/Q502021
http://www.wikidata.org/entity/Q766072,Battle of Órbigo,0456-10-06T00:00:00Z,http://www.wikidata.org/entity/Q14766
http://www.wikidata.org/entity/Q766136,Battle of Harlaw,1411-07-24T00:00:00Z,http://www.wikidata.org/entity/Q1017537
http://www.wikidata.org/entity/Q766479,Battle of Aldie,1863-06-17T00:00:00Z,http://www.wikidata.org/entity/Q495310
http://www.wikidata.org/entity/Q766944,Battle of Fisher's Hill,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q510947
http://www.wikidata.org/entity/Q767124,Battle of Ctesiphon,0363-05-30T00:00:00Z,http://www.wikidata.org/entity/Q192541
http://www.wikidata.org/entity/Q767157,Battle of Middleburg,1863-06-01T00:00:00Z,http://www.wikidata.org/entity/Q495310
http://www.wikidata.org/entity/Q767507,Iași–Don March,,
http://www.wikidata.org/entity/Q767510,Battle of Nancy,,http://www.wikidata.org/entity/Q1137
http://www.wikidata.org/entity/Q767520,Battle of Upperville,1863-06-21T00:00:00Z,http://www.wikidata.org/entity/Q495310
http://www.wikidata.org/entity/Q767605,Battle of Argentovaria,0378-05-01T00:00:00Z,http://www.wikidata.org/entity/Q83412
http://www.wikidata.org/entity/Q767844,Siege of Constantinople,1203-08-08T00:00:00Z,http://www.wikidata.org/entity/Q16869
http://www.wikidata.org/entity/Q767848,Battle of Adrianople (324),0324-07-04T00:00:00Z,http://www.wikidata.org/entity/Q43387
http://www.wikidata.org/entity/Q767935,Siege of Rhodes,,http://www.wikidata.org/entity/Q43048
http://www.wikidata.org/entity/Q768793,Battle of Essarts,1795-06-25T00:00:00Z,http://www.wikidata.org/entity/Q504931
http://www.wikidata.org/entity/Q769356,Battle of Kápolna,,http://www.wikidata.org/entity/Q512050
http://www.wikidata.org/entity/Q769358,Battle of Taginae,0552-07-01T00:00:00Z,http://www.wikidata.org/entity/Q20457
http://www.wikidata.org/entity/Q769377,Operation Storm,,http://www.wikidata.org/entity/Q224
http://www.wikidata.org/entity/Q769377,Operation Storm,,http://www.wikidata.org/entity/Q225
http://www.wikidata.org/entity/Q769906,Sixth Battle of the Isonzo,,http://www.wikidata.org/entity/Q6596
http://www.wikidata.org/entity/Q770536,Battle of Inkerman,1854-11-05T00:00:00Z,http://www.wikidata.org/entity/Q752183
http://www.wikidata.org/entity/Q770565,Battle of Hanover,1863-06-30T00:00:00Z,http://www.wikidata.org/entity/Q1182166
http://www.wikidata.org/entity/Q770745,Battle of Fairfield,1863-07-03T00:00:00Z,
http://www.wikidata.org/entity/Q771423,Battle of Philippopolis,1878-01-17T00:00:00Z,http://www.wikidata.org/entity/Q1311980
http://www.wikidata.org/entity/Q771425,Battle of Valutino,1812-08-18T00:00:00Z,http://www.wikidata.org/entity/Q2337
http://www.wikidata.org/entity/Q771598,Battle of Haslach-Jungingen,1805-10-11T00:00:00Z,http://www.wikidata.org/entity/Q1713454
http://www.wikidata.org/entity/Q773372,Second Battle of Fredericksburg,1863-05-03T00:00:00Z,http://www.wikidata.org/entity/Q492342
http://www.wikidata.org/entity/Q774487,Battle of Aquae Sextiae,-0101-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2859135
http://www.wikidata.org/entity/Q774532,Battle of Aquia Creek,,http://www.wikidata.org/entity/Q341755
http://www.wikidata.org/entity/Q775224,Battle of Bani Walid,2011-09-30T00:00:00Z,http://www.wikidata.org/entity/Q244230
http://www.wikidata.org/entity/Q775401,Battle of Reval,1602-06-30T00:00:00Z,http://www.wikidata.org/entity/Q1770
http://www.wikidata.org/entity/Q775561,Fifth Battle of the Isonzo,,http://www.wikidata.org/entity/Q202760
http://www.wikidata.org/entity/Q775606,Battle of Guayabos,1815-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q775685,Battle of Osawatomie,1856-08-30T00:00:00Z,http://www.wikidata.org/entity/Q2602955
http://www.wikidata.org/entity/Q776215,Battle of Arausio,-0104-10-02T00:00:00Z,http://www.wikidata.org/entity/Q2859571
http://www.wikidata.org/entity/Q776552,Battle of Arcis-sur-Aube,,http://www.wikidata.org/entity/Q269401
http://www.wikidata.org/entity/Q776609,Battle of the Bridge of Arcole,,http://www.wikidata.org/entity/Q46490
http://www.wikidata.org/entity/Q777332,Battle of Arcadiopolis,0970-03-01T00:00:00Z,http://www.wikidata.org/entity/Q214670
http://www.wikidata.org/entity/Q778010,Battles of Lexington and Concord,1775-04-19T00:00:00Z,http://www.wikidata.org/entity/Q54073
http://www.wikidata.org/entity/Q778454,Battle of Mount Ortigara,,http://www.wikidata.org/entity/Q47066
http://www.wikidata.org/entity/Q778730,Battle of Canusium,-0208-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23187
http://www.wikidata.org/entity/Q778730,Battle of Canusium,-0208-01-01T00:00:00Z,http://www.wikidata.org/entity/Q51892
http://www.wikidata.org/entity/Q778800,First Battle of Abukir,1799-07-25T00:00:00Z,http://www.wikidata.org/entity/Q139773
http://www.wikidata.org/entity/Q780052,Battle of Jemgum,1533-10-24T00:00:00Z,http://www.wikidata.org/entity/Q1197
http://www.wikidata.org/entity/Q780367,Siege of Plevna,,http://www.wikidata.org/entity/Q219
http://www.wikidata.org/entity/Q780367,Siege of Plevna,,http://www.wikidata.org/entity/Q23522
http://www.wikidata.org/entity/Q780367,Siege of Plevna,,http://www.wikidata.org/entity/Q165420
http://www.wikidata.org/entity/Q780921,Battle of Paris,,http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q781694,Battle of Shepherdstown,,http://www.wikidata.org/entity/Q490946
http://www.wikidata.org/entity/Q781695,Battle of Temesvár,1849-08-09T00:00:00Z,
http://www.wikidata.org/entity/Q781756,Battle of Hechtel,,
http://www.wikidata.org/entity/Q783058,Battle of Thermopylae,-0190-01-01T00:00:00Z,http://www.wikidata.org/entity/Q194450
http://www.wikidata.org/entity/Q783469,Battle of Martigné-Briand,1793-07-15T00:00:00Z,http://www.wikidata.org/entity/Q782647
http://www.wikidata.org/entity/Q783792,Battle of St. Quentin Canal,1918-01-01T00:00:00Z,http://www.wikidata.org/entity/Q165271
http://www.wikidata.org/entity/Q784296,Battle of Tertry,0687-01-01T00:00:00Z,http://www.wikidata.org/entity/Q795337
http://www.wikidata.org/entity/Q786656,Battle of Albert,,http://www.wikidata.org/entity/Q12770
http://www.wikidata.org/entity/Q786657,Battle of Calderón Bridge,1811-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q786821,Battle of Slim Buttes,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5599966
http://www.wikidata.org/entity/Q790119,Battle of Bar-sur-Aube,1814-02-27T00:00:00Z,http://www.wikidata.org/entity/Q209093
http://www.wikidata.org/entity/Q791185,Battle of Abaran,1918-01-01T00:00:00Z,http://www.wikidata.org/entity/Q39618
http://www.wikidata.org/entity/Q791234,Battle of Bassano,1796-09-08T00:00:00Z,http://www.wikidata.org/entity/Q47094
http://www.wikidata.org/entity/Q793448,Battle of Bergen,1799-09-19T00:00:00Z,http://www.wikidata.org/entity/Q9901
http://www.wikidata.org/entity/Q793828,Battle of Kharda,1795-03-11T00:00:00Z,http://www.wikidata.org/entity/Q6400611
http://www.wikidata.org/entity/Q793922,Battle of Champion Hill,1863-05-16T00:00:00Z,http://www.wikidata.org/entity/Q486538
http://www.wikidata.org/entity/Q794695,Battle of Big Bethel,1861-06-10T00:00:00Z,http://www.wikidata.org/entity/Q7672977
http://www.wikidata.org/entity/Q814223,Liberation of Khorramshahr,,http://www.wikidata.org/entity/Q458396
http://www.wikidata.org/entity/Q815104,Siege of Abadan,,http://www.wikidata.org/entity/Q63049
http://www.wikidata.org/entity/Q815115,Siege of Arras,,http://www.wikidata.org/entity/Q131329
http://www.wikidata.org/entity/Q815120,Siege of Bari,,http://www.wikidata.org/entity/Q3519
http://www.wikidata.org/entity/Q815131,Siege of Dorsten,1641-09-01T00:00:00Z,http://www.wikidata.org/entity/Q3886
http://www.wikidata.org/entity/Q2888172,Battle of Boomplaats,1848-08-29T00:00:00Z,
http://www.wikidata.org/entity/Q2888174,Battle of Boksum,1586-01-17T00:00:00Z,http://www.wikidata.org/entity/Q891228
http://www.wikidata.org/entity/Q2888175,Battle of Borghetto,1796-05-30T00:00:00Z,http://www.wikidata.org/entity/Q48033
http://www.wikidata.org/entity/Q2888176,Battle of Borgo,,http://www.wikidata.org/entity/Q637242
http://www.wikidata.org/entity/Q2888182,Battle of Boucéel,1795-12-03T00:00:00Z,http://www.wikidata.org/entity/Q549021
http://www.wikidata.org/entity/Q2888183,Battle of Bougie,,
http://www.wikidata.org/entity/Q2888184,Battle of Bothaville,1900-11-06T00:00:00Z,http://www.wikidata.org/entity/Q2795307
http://www.wikidata.org/entity/Q2888185,Raid on Borota,2006-01-06T00:00:00Z,http://www.wikidata.org/entity/Q743980
http://www.wikidata.org/entity/Q2888187,Battle of Bothwell Bridge,1679-06-22T00:00:00Z,http://www.wikidata.org/entity/Q4131
http://www.wikidata.org/entity/Q2888189,Battle of Bouzegza,1957-08-12T00:00:00Z,http://www.wikidata.org/entity/Q1648978
http://www.wikidata.org/entity/Q2888190,Battle of Braga,0585-01-01T00:00:00Z,http://www.wikidata.org/entity/Q83247
http://www.wikidata.org/entity/Q2888197,Battle of Bramham Moor,1408-02-28T00:00:00Z,http://www.wikidata.org/entity/Q4956167
http://www.wikidata.org/entity/Q2888198,Battle of Bressuire,1794-02-24T00:00:00Z,http://www.wikidata.org/entity/Q210760
http://www.wikidata.org/entity/Q2888203,Battle of Brunesberg,,
http://www.wikidata.org/entity/Q2888205,Bataille de Bruyères,1944-10-30T00:00:00Z,http://www.wikidata.org/entity/Q200575
http://www.wikidata.org/entity/Q2888208,Battle of Brody,,http://www.wikidata.org/entity/Q465104
http://www.wikidata.org/entity/Q2888209,Battle of Brécourt,,http://www.wikidata.org/entity/Q2968694
http://www.wikidata.org/entity/Q2888209,Battle of Brécourt,,http://www.wikidata.org/entity/Q28694166
http://www.wikidata.org/entity/Q2888211,Battle of Bregalnica,1913-07-09T00:00:00Z,http://www.wikidata.org/entity/Q849296
http://www.wikidata.org/entity/Q2888212,Battle of Bukoba,,http://www.wikidata.org/entity/Q654259
http://www.wikidata.org/entity/Q2888213,Battle of Bubaigawara,1333-01-01T00:00:00Z,http://www.wikidata.org/entity/Q208818
http://www.wikidata.org/entity/Q2888218,Battle of Buzenval,1870-10-21T00:00:00Z,http://www.wikidata.org/entity/Q193920
http://www.wikidata.org/entity/Q2888222,Battle of the Burbia River,0791-01-01T00:00:00Z,http://www.wikidata.org/entity/Q848300
http://www.wikidata.org/entity/Q2888225,Battle of Cachirí,1816-02-22T00:00:00Z,
http://www.wikidata.org/entity/Q2888227,Battle of Ban Me Thuot,1975-01-01T00:00:00Z,http://www.wikidata.org/entity/Q33469
http://www.wikidata.org/entity/Q2888228,Battle of Caiazzo,,http://www.wikidata.org/entity/Q58457
http://www.wikidata.org/entity/Q2888231,Battle of Baton Rouge,1779-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28218
http://www.wikidata.org/entity/Q2888232,Battle of Calenzana,1732-01-14T00:00:00Z,http://www.wikidata.org/entity/Q733068
http://www.wikidata.org/entity/Q2888235,Battle of Caloocan,1899-02-10T00:00:00Z,http://www.wikidata.org/entity/Q1478
http://www.wikidata.org/entity/Q2888236,Battle of Cameria,-0730-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2934751
http://www.wikidata.org/entity/Q2888239,Battle of Canturino,1363-04-30T00:00:00Z,http://www.wikidata.org/entity/Q6046
http://www.wikidata.org/entity/Q2888241,Battle of Campaldino,1289-06-18T00:00:00Z,http://www.wikidata.org/entity/Q72047839
http://www.wikidata.org/entity/Q2888242,Battle of Carbonne,1799-08-12T00:00:00Z,http://www.wikidata.org/entity/Q1088735
http://www.wikidata.org/entity/Q2888244,Battle of Carnac,,http://www.wikidata.org/entity/Q128193
http://www.wikidata.org/entity/Q2888248,Battle of Cassano,1158-01-01T00:00:00Z,http://www.wikidata.org/entity/Q42613
http://www.wikidata.org/entity/Q2888250,Battle of Carpi,1815-04-10T00:00:00Z,http://www.wikidata.org/entity/Q100041
http://www.wikidata.org/entity/Q2888254,Battle of Castillejos,1860-01-01T00:00:00Z,http://www.wikidata.org/entity/Q513678
http://www.wikidata.org/entity/Q2888256,Battle of Castel di Sangro,1815-04-28T00:00:00Z,http://www.wikidata.org/entity/Q50073
http://www.wikidata.org/entity/Q2888259,Battle of Castellón,1809-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11286
http://www.wikidata.org/entity/Q2888261,Battle of Cañada Strongest,1934-05-25T00:00:00Z,http://www.wikidata.org/entity/Q208347
http://www.wikidata.org/entity/Q2888264,Battle of Castelo Rodrigo,1664-07-07T00:00:00Z,http://www.wikidata.org/entity/Q644782
http://www.wikidata.org/entity/Q2888266,Battle of Cañada de Los Naranjos,1816-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q2888269,Battle of Castlebar,1798-08-27T00:00:00Z,http://www.wikidata.org/entity/Q749196
http://www.wikidata.org/entity/Q2888271,Battle of Cerro Grande,1859-04-29T00:00:00Z,http://www.wikidata.org/entity/Q14467
http://www.wikidata.org/entity/Q2888272,Battle of Cerro de Cóporo,,
http://www.wikidata.org/entity/Q2888273,Battle of Cerro de Barrabás,1818-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q2888281,Battle of Cerro Gordo,1847-04-18T00:00:00Z,
http://www.wikidata.org/entity/Q2888283,Battle of Chalchuapa,,http://www.wikidata.org/entity/Q2565837
http://www.wikidata.org/entity/Q2888284,Battle of Cesenatico,1815-04-23T00:00:00Z,http://www.wikidata.org/entity/Q99937
http://www.wikidata.org/entity/Q2888286,Battle of Challans,1794-04-07T00:00:00Z,http://www.wikidata.org/entity/Q7148
http://www.wikidata.org/entity/Q2888288,Battle of Chalonnes,1795-03-18T00:00:00Z,http://www.wikidata.org/entity/Q264416
http://www.wikidata.org/entity/Q2888290,Battle of Challans,1793-04-13T00:00:00Z,http://www.wikidata.org/entity/Q7148
http://www.wikidata.org/entity/Q2888291,Second Battle of Challans,1794-06-06T00:00:00Z,http://www.wikidata.org/entity/Q7148
http://www.wikidata.org/entity/Q2888294,Battle of Chambretaud,1799-11-18T00:00:00Z,http://www.wikidata.org/entity/Q1171540
http://www.wikidata.org/entity/Q2888296,Conquest of Ceuta,1415-08-30T00:00:00Z,http://www.wikidata.org/entity/Q106428150
http://www.wikidata.org/entity/Q2888297,Battle of Chanteloup,1794-07-10T00:00:00Z,http://www.wikidata.org/entity/Q777196
http://www.wikidata.org/entity/Q2888298,Battle of Chauché,1794-02-02T00:00:00Z,http://www.wikidata.org/entity/Q1161588
http://www.wikidata.org/entity/Q2888299,Battle of Chantonnay,1793-09-05T00:00:00Z,http://www.wikidata.org/entity/Q1068905
http://www.wikidata.org/entity/Q2888300,Battle of Chaudron-en-Mauges,1794-04-24T00:00:00Z,http://www.wikidata.org/entity/Q1163617
http://www.wikidata.org/entity/Q2888302,Battle of Chemillé,1793-04-11T00:00:00Z,http://www.wikidata.org/entity/Q624927
http://www.wikidata.org/entity/Q2888305,Battle of Shubra Khit,1798-07-13T00:00:00Z,http://www.wikidata.org/entity/Q5600888
http://www.wikidata.org/entity/Q2888306,Battle of Chelenqo,1887-01-09T00:00:00Z,http://www.wikidata.org/entity/Q89931553
http://www.wikidata.org/entity/Q2888310,Battle of Chorros Blancos,1820-02-12T00:00:00Z,
http://www.wikidata.org/entity/Q2888313,Battle of Châteauneuf-du-Faou,1815-07-01T00:00:00Z,http://www.wikidata.org/entity/Q381275
http://www.wikidata.org/entity/Q2888316,Battle of Claye,1814-03-28T00:00:00Z,http://www.wikidata.org/entity/Q1365831
http://www.wikidata.org/entity/Q2888317,Battle of Clitheroe,1138-06-17T00:00:00Z,http://www.wikidata.org/entity/Q1406920
http://www.wikidata.org/entity/Q2888320,Battle of Cognat,1568-01-06T00:00:00Z,http://www.wikidata.org/entity/Q733679
http://www.wikidata.org/entity/Q2888322,Battle of Coliseo,1895-12-23T00:00:00Z,
http://www.wikidata.org/entity/Q2888324,Battle of Coatit,1895-01-13T00:00:00Z,http://www.wikidata.org/entity/Q22082405
http://www.wikidata.org/entity/Q2888325,Battle of Comborn,1353-01-01T00:00:00Z,http://www.wikidata.org/entity/Q191126
http://www.wikidata.org/entity/Q2888327,Battle of Concón,1891-08-21T00:00:00Z,http://www.wikidata.org/entity/Q33986
http://www.wikidata.org/entity/Q2888330,Battle of Conquereuil,0981-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1001956
http://www.wikidata.org/entity/Q2888334,Battle of Congella,1842-05-24T00:00:00Z,http://www.wikidata.org/entity/Q5468
http://www.wikidata.org/entity/Q2888335,Battle of Constantia,0582-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4775050
http://www.wikidata.org/entity/Q2888338,Battle of Cook's Mills,1814-10-19T00:00:00Z,http://www.wikidata.org/entity/Q18520158
http://www.wikidata.org/entity/Q2888340,Battle of Coplé,1860-02-17T00:00:00Z,http://www.wikidata.org/entity/Q1026185
http://www.wikidata.org/entity/Q2888344,Battle of Coruche,1827-01-09T00:00:00Z,http://www.wikidata.org/entity/Q1000052
http://www.wikidata.org/entity/Q2888347,Battle of Consuegra,1097-08-15T00:00:00Z,http://www.wikidata.org/entity/Q919046
http://www.wikidata.org/entity/Q2888349,Battle of Cosse,1815-05-27T00:00:00Z,http://www.wikidata.org/entity/Q671503
http://www.wikidata.org/entity/Q2888352,Battle of Courbevoie,1871-04-02T00:00:00Z,http://www.wikidata.org/entity/Q189715
http://www.wikidata.org/entity/Q2888354,Battle of Coëtlogon,1795-07-18T00:00:00Z,http://www.wikidata.org/entity/Q225207
http://www.wikidata.org/entity/Q2888357,Battle of Cove Mountain,1864-05-10T00:00:00Z,http://www.wikidata.org/entity/Q513950
http://www.wikidata.org/entity/Q2888359,Battle of Craon,1592-05-23T00:00:00Z,http://www.wikidata.org/entity/Q653894
http://www.wikidata.org/entity/Q2888361,Battle of Crayford,0457-01-01T00:00:00Z,http://www.wikidata.org/entity/Q146676
http://www.wikidata.org/entity/Q2888363,Battle of Croix-Bataille,,http://www.wikidata.org/entity/Q184154
http://www.wikidata.org/entity/Q2888366,Crossbarry Ambush,1921-03-19T00:00:00Z,http://www.wikidata.org/entity/Q36647
http://www.wikidata.org/entity/Q2888371,Battle of Cúcuta,1813-02-28T00:00:00Z,http://www.wikidata.org/entity/Q216847
http://www.wikidata.org/entity/Q2888373,Battle of Caesarea,1067-01-01T00:00:00Z,http://www.wikidata.org/entity/Q48338
http://www.wikidata.org/entity/Q2888378,Battle of Taegu,1950-01-01T00:00:00Z,http://www.wikidata.org/entity/Q20927
http://www.wikidata.org/entity/Q2888379,Battle of Dahaneh,,http://www.wikidata.org/entity/Q5208758
http://www.wikidata.org/entity/Q2888382,Battle of Dallas,,http://www.wikidata.org/entity/Q501140
http://www.wikidata.org/entity/Q2888384,Battle of Damghan,1729-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6809534
http://www.wikidata.org/entity/Q2888387,Battle of Datsutagba,1866-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q2888390,Battle of Edchera,1958-01-13T00:00:00Z,http://www.wikidata.org/entity/Q3718898
http://www.wikidata.org/entity/Q2888390,Battle of Edchera,1958-01-13T00:00:00Z,http://www.wikidata.org/entity/Q25454466
http://www.wikidata.org/entity/Q2888398,Battle of Derasge,1855-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q2888406,Battle of Diamond Hill,1900-06-12T00:00:00Z,http://www.wikidata.org/entity/Q3926
http://www.wikidata.org/entity/Q2888407,Battle of Derna,,http://www.wikidata.org/entity/Q211866
http://www.wikidata.org/entity/Q2888408,Battle of Dhi Qar,0609-01-01T00:00:00Z,http://www.wikidata.org/entity/Q215649
http://www.wikidata.org/entity/Q2888412,Battle of Digomi,1567-01-01T00:00:00Z,http://www.wikidata.org/entity/Q65289116
http://www.wikidata.org/entity/Q4223923,Q4223923,,
http://www.wikidata.org/entity/Q4227865,Kolesov's Campaign,1918-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q4238502,Battle of Kronstadt,,http://www.wikidata.org/entity/Q1807328
http://www.wikidata.org/entity/Q4239229,Q4239229,,
http://www.wikidata.org/entity/Q4239680,Red Landing,,http://www.wikidata.org/entity/Q4095287
http://www.wikidata.org/entity/Q4242916,Crimea Operation,1918-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7835
http://www.wikidata.org/entity/Q4243476,Operation Kuban-Novorossiysk,,
http://www.wikidata.org/entity/Q4244801,Battle of Messene,-0396-01-01T00:00:00Z,http://www.wikidata.org/entity/Q13666
http://www.wikidata.org/entity/Q4245345,Battle of Tornavento,1636-06-22T00:00:00Z,http://www.wikidata.org/entity/Q2626942
http://www.wikidata.org/entity/Q4246927,Battle of Kumeyki,1637-12-16T00:00:00Z,http://www.wikidata.org/entity/Q4246924
http://www.wikidata.org/entity/Q4247105,Q4247105,,
http://www.wikidata.org/entity/Q4250356,Q4250356,,
http://www.wikidata.org/entity/Q4255538,Lbischensky Raid,,http://www.wikidata.org/entity/Q1322976
http://www.wikidata.org/entity/Q4259110,Battle of Lepel,,http://www.wikidata.org/entity/Q185700
http://www.wikidata.org/entity/Q4261385,Q4261385,,
http://www.wikidata.org/entity/Q4262190,Battle of the Crassus' Wall,-0070-01-01T00:00:00Z,http://www.wikidata.org/entity/Q10436544
http://www.wikidata.org/entity/Q4262565,Battle of Lipitsa,1176-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4271054,Battle of Lwów,1920-01-01T00:00:00Z,http://www.wikidata.org/entity/Q36036
http://www.wikidata.org/entity/Q4271928,Battle of Balikpapan,1945-07-01T00:00:00Z,http://www.wikidata.org/entity/Q14492
http://www.wikidata.org/entity/Q4271998,Battle of Maaten al-Sarra,1987-09-05T00:00:00Z,http://www.wikidata.org/entity/Q291289
http://www.wikidata.org/entity/Q4273438,Battle of Kontum,1972-06-09T00:00:00Z,http://www.wikidata.org/entity/Q36493
http://www.wikidata.org/entity/Q4274334,Q4274334,,
http://www.wikidata.org/entity/Q4274890,Q4274890,,
http://www.wikidata.org/entity/Q4275075,Battle of Berezina,,http://www.wikidata.org/entity/Q207927
http://www.wikidata.org/entity/Q4278068,Q4278068,,
http://www.wikidata.org/entity/Q4281581,Q4281581,,
http://www.wikidata.org/entity/Q4289519,Melitopol Offensive,,http://www.wikidata.org/entity/Q133356
http://www.wikidata.org/entity/Q4290920,Q4290920,,
http://www.wikidata.org/entity/Q4296566,Christmas Battles,1917-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4163370
http://www.wikidata.org/entity/Q4296967,Battle of Fairfax Court House,1861-06-01T00:00:00Z,http://www.wikidata.org/entity/Q501785
http://www.wikidata.org/entity/Q4296979,Battle of Vienna,1861-06-17T00:00:00Z,http://www.wikidata.org/entity/Q1002926
http://www.wikidata.org/entity/Q4297073,Battle of Arlington Mills,1861-06-01T00:00:00Z,http://www.wikidata.org/entity/Q107126
http://www.wikidata.org/entity/Q4299158,Q4299158,,
http://www.wikidata.org/entity/Q4299514,Q4299514,,
http://www.wikidata.org/entity/Q4299677,Q4299677,,
http://www.wikidata.org/entity/Q4302809,Battle of Nauvoo,1846-09-16T00:00:00Z,http://www.wikidata.org/entity/Q576110
http://www.wikidata.org/entity/Q4303326,Action of 20 June 1774,1774-01-01T00:00:00Z,http://www.wikidata.org/entity/Q166
http://www.wikidata.org/entity/Q4303874,Battle of Moscow,1612-09-03T00:00:00Z,http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q4304244,Prince Władysław's March on Moscow,,http://www.wikidata.org/entity/Q159
http://www.wikidata.org/entity/Q4309132,Q4309132,,
http://www.wikidata.org/entity/Q4311319,Q4311319,1700-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4312710,Q4312710,1942-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4312940,Q4312940,,
http://www.wikidata.org/entity/Q4312942,Battle of Grozny (March 1996),1996-01-01T00:00:00Z,http://www.wikidata.org/entity/Q5196
http://www.wikidata.org/entity/Q4312944,Attack on Gudermes,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4312945,Battle of Gudermes,,http://www.wikidata.org/entity/Q134693
http://www.wikidata.org/entity/Q4312946,Q4312946,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4312947,Boxers attacks on Chinese Eastern Railway,,http://www.wikidata.org/entity/Q81126
http://www.wikidata.org/entity/Q4312950,Q4312950,,
http://www.wikidata.org/entity/Q4313206,Q4313206,,
http://www.wikidata.org/entity/Q4314059,Advance of the Northern Corps,,http://www.wikidata.org/entity/Q49512
http://www.wikidata.org/entity/Q4314060,Offensive of the North-Western Army in Autumn 1919,1919-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1458686
http://www.wikidata.org/entity/Q4315653,Battle of Nevel,1943-12-16T00:00:00Z,http://www.wikidata.org/entity/Q2218
http://www.wikidata.org/entity/Q4321178,Nikopol–Krivoi Rog Offensive,,http://www.wikidata.org/entity/Q156760
http://www.wikidata.org/entity/Q4321178,Nikopol–Krivoi Rog Offensive,,http://www.wikidata.org/entity/Q157137
http://www.wikidata.org/entity/Q4323468,Q4323468,,
http://www.wikidata.org/entity/Q4324696,Q4324696,,
http://www.wikidata.org/entity/Q4325154,Novorossiysk landing operation,,
http://www.wikidata.org/entity/Q4325179,Novorossiysk-Taman operation,,
http://www.wikidata.org/entity/Q4329623,Q4329623,1829-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4329629,Q4329629,,
http://www.wikidata.org/entity/Q4329633,Hundred Days of Battles,,http://www.wikidata.org/entity/Q5196
http://www.wikidata.org/entity/Q4329634,Q4329634,,
http://www.wikidata.org/entity/Q4329635,Defense of Zamość,,http://www.wikidata.org/entity/Q145972
http://www.wikidata.org/entity/Q4329636,Q4329636,,
http://www.wikidata.org/entity/Q4329637,Defence of Yingkou,,
http://www.wikidata.org/entity/Q4329640,Q4329640,1941-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4329642,Defense of Krasnodar,,http://www.wikidata.org/entity/Q10555398
http://www.wikidata.org/entity/Q4329643,Q4329643,,
http://www.wikidata.org/entity/Q4329644,Battle of Liepaja,,http://www.wikidata.org/entity/Q192180
http://www.wikidata.org/entity/Q4329645,Q4329645,,
http://www.wikidata.org/entity/Q4329651,Defense of Harbin,1900-01-01T00:00:00Z,http://www.wikidata.org/entity/Q42956
http://www.wikidata.org/entity/Q4331407,Odesa offensive,,http://www.wikidata.org/entity/Q212
