title,summary,url,category
Battle of Vesuvius,"The Battle of Vesuvius (also known as the Battle of the Veseris) was the first recorded battle of the Latin War.  The battle was fought near Mount Vesuvius in 340 BC between the Romans, with their allies the Samnites, against a coalition of several peoples: Latins, Campanians, Volsci, Sidicini, and Aurunci. The surviving sources on the battle, however, focus almost solely on the Romans (led by Titus Manlius Torquatus and Publius Decius Mus) and the Latins.
The battle became famous for two episodes said to have taken place: Manlius Torquatus' execution of his own son after he disobeyed orders and fought an enemy champion in single combat, and the self-sacrifice of Decius Mus, who devoted himself and the enemy army to the gods of the underworld, and then charged into the enemy lines and was slain.
After Decius Mus had fallen, consul Manlius Torquatus led his veteran reserve against Latin lines and killed or captured nearly three fourths of the Latin army. The remaining soldiers of the Latin army fled, but because the Roman loss was so great, they could not pursue their enemies.",https://en.wikipedia.org/wiki/Battle_of_Vesuvius,Ancient Roman battles
Siege of Edessa (165),"The siege of Edessa took place in 165 when the Roman Empire, under Emperor Lucius Verus, besieged the city of Edessa, held by the Parthian Empire. 
Wa'el (son of Sahru), then ruler of Edessa and Osroene, had been installed by the Parthians in 163 and issued coins with the portrait of the Parthian king. As a result, Ma'nu VIII (son of Ma'nu VII) was forced to flee to the Romans.
During the 165 siege, the citizens of Edessa massacred the Parthian garrison of Edessa and opened its gates to the Romans. The Romans entered the city and Ma'nu VIII was reinstated by the Romans as ruler of Edessa/Osroene; he also received the epithet Philorhomaios (""Friend of the Romans"").
As a result of the 165 siege, Edessa/Osroene repudiated its allegiance to the Parthians, and resubmitted itself to the Romans.",https://en.wikipedia.org/wiki/Siege_of_Edessa_(165),Ancient Roman battles
Battle of the Aous (198 BC),"The Battle of the Aous was fought in 198 BC between the Roman Republic and the Kingdom of Macedon, in the area between modern Tepelenë and Këlcyrë in Albania.  The Roman forces were led by Titus Quinctius Flamininus and the Macedonian ones were led by Philip V.
The Macedonian army encamped behind a pass in an unassailable position. A local shepherd guided the Romans to a secret path that took them behind the Macedonian position. Flaminius led his troops through this secret path and attacked the Macedonians from the rear, rendering their position untenable and inflicting some 2,000 casualties. Philip's army retreated with the survivors, and the two commanders would meet again at Cynoscephalae the following year, where the Romans would triumph again and end the war.",https://en.wikipedia.org/wiki/Battle_of_the_Aous_(198_BC),Ancient Roman battles
Battle of the Lupia River,"The Battle of the Lupia River was fought in 11 BC between a Roman force led by Nero Claudius Drusus and the Sicambri. The Lupia River, now Lippe, flows westwards through the Ruhr Valley in North Rhine-Westphalia. Drusus defeated the Sicambri, and some of the defeated were moved to west of the Rhine River.",https://en.wikipedia.org/wiki/Battle_of_the_Lupia_River,Ancient Roman battles
Battle of Nola (216 BC),"The First Battle of Nola was fought in 216 BC between the forces of Hannibal and a Roman force led by Marcus Claudius Marcellus. Hannibal was attempting to seize the town of Nola: He failed to do so, and would make two more unsuccessful attempts on the city over the next two years.
Hannibal moved to capture the city of Nola due to some leaders in the city offering to open their gates to him. A Roman force under the command of Marcellus arrived before Hannibal and was able to enter the city. Hannibal camped near the city, and daily skirmishes took place between the two armies. Marcellus learnt that the only support he enjoyed was the senators in the city. Marcellus took action to prevent betrayal by undermining the pro-Hannibal faction in the city. Marcellus learnt that some leaders in the city had been conspiring with Hannibal, and he discovered that should he make any sortie from the town or draw up for battle outside, they planned on plundering the baggage and closing the gates behind him. After this, Marcellus decided his situation was not sustainable. 

He took action to protect himself from a revolt, pulled his troops from the walls, and secretly organized them behind the gates. Hannibal drew up his men in battle order in anticipation of an attack or at least another skirmish. When nothing happened, Hannibal concluded that Marcellus had uncovered his plan and would not dare attempt a sortie with the threat of betrayal. Confident of this, he marched his soldiers forward to attempt an assault on the central gate. The Carthaginian forces approached with ladders and machines useful for an assault. When they did this, Marcellus sprang his trap and ordered his forces to charge out of the gates and personally lead the centre.  Hannibal's troops found themselves caught off guard. Hannibal made attempts to change the tide of the ensuing battle; however, when the second line of the Roman troops charged from the gates, it became clear he couldn't win the battle. After sus",https://en.wikipedia.org/wiki/Battle_of_Nola_(216_BC),Ancient Roman battles
Battle of Nola (215 BC),"The Second Battle of Nola was fought in 215 BC between Hannibal's army and a Roman force under Marcus Claudius Marcellus.  It was Hannibal's second attempt to seize Nola after a failure the year before. He was again repelled and would make one more, also unsuccessful attempt the next year. For the Romans, it was a crucial success against Hannibal's army and gave them hope that they could win the war.

",https://en.wikipedia.org/wiki/Battle_of_Nola_(215_BC),Ancient Roman battles
Battle of Beneventum (212 BC),"The Battle of Beneventum was fought between Carthage and the Roman Republic in 212 BC during the Second Punic War. During this conflict, Hanno, son of Bomilcar was defeated by Quintus Fulvius Flaccus. Livy gives a short account of this battle at 25.13-14.",https://en.wikipedia.org/wiki/Battle_of_Beneventum_(212_BC),Ancient Roman battles
Battle of Stanwick,"The Battle of Stanwick was a conflict that took place in AD 71, near Stanwick in northern England, between the Roman army and the Brigantes, in which the Romans defeated the Brigantes. 
Doubt has been expressed about this battle, and there is no evidence of any battle of significance having been fought at this site despite several archaeological investigations.",https://en.wikipedia.org/wiki/Battle_of_Stanwick,Ancient Roman battles
Roman imperial cult,"The Roman imperial cult (Latin: cultus imperatorius) identified emperors and some members of their families with the divinely sanctioned authority (auctoritas) of the Roman State. Its framework was based on Roman and Greek precedents, and was formulated during the early Principate of Augustus. It was rapidly established throughout the Empire and its provinces, with marked local variations in its reception and expression.
Augustus's reforms transformed Rome's Republican system of government to a de facto monarchy, couched in traditional Roman practices and Republican values. The princeps (emperor) was expected to balance the interests of the Roman military, Senate and people, and to maintain peace, security and prosperity throughout an ethnically diverse empire. The official offer of cultus to a living emperor acknowledged his office and rule as divinely approved and constitutional: his Principate should therefore demonstrate pious respect for traditional Republican deities and mores.
A deceased emperor held worthy of the honor could be voted a state divinity (divus, plural divi) by the Senate and elevated as such in an act of apotheosis. The granting of apotheosis served religious, political and moral judgment on Imperial rulers and allowed living emperors to associate themselves with a well-regarded lineage of Imperial divi from which unpopular or unworthy predecessors were excluded. This proved a useful instrument to Vespasian in his establishment of the Flavian Imperial Dynasty following the death of Nero and civil war, and to Septimius in his consolidation of the Severan dynasty after the assassination of Commodus.
The imperial cult was inseparable from that of Rome's official deities, whose cult was essential to Rome's survival and whose neglect was therefore treasonous. Traditional cult was a focus of Imperial revivalist legislation under Decius and Diocletian. It therefore became a focus of theological and political debate during the ascendancy of Christianit",https://en.wikipedia.org/wiki/Roman_imperial_cult,Ancient Roman battles
Battle of Cantenna,"The Battle of Cantenna was one of the last battles of the Third Servile War, and took place in 71 BC near Cantenna, Lucania, about 5 km (3.1 mi) from Giungano. The slave army was annihilated by Marcus Licinius Crassus' legions.",https://en.wikipedia.org/wiki/Battle_of_Cantenna,Ancient Roman battles
List of Graeco-Roman geographers,"Pre-Hellenistic Classical Greece

Homer
Anaximander (died c. 546 BC)
Hecataeus of Miletus (died c. 476 BC)
Massaliote Periplus (6th century BC)
Scylax of Caryanda (6th century BC)
Herodotus (died c. 425 BC)
Ctesias (c. 401 BC)
Hellenistic period
Pytheas (died c. 310 BC)
Periplus of Pseudo-Scylax (3rd or 4th century BC)
Megasthenes (died c. 290 BC)
Autolycus of Pitane (died c. 290 BC)
Dicaearchus (died c. 285 BC)
Deimakos (3rd century BC)
Timosthenes (fl. 270s BC)
Eratosthenes (c. 276–194 BC)
Scymnus (fl. 180s BC)
Hipparchus (c. 190–120 BC)
Agatharchides (2nd century BC)
Posidonius (c. 135–51 BC)
Pseudo-Scymnus (c. 90 BC)
Diodorus Siculus (c. 90–30 BC)
Alexander Polyhistor (1st century BC)
Roman Empire period 

Periplus of the Erythraean Sea
Strabo (63 BC – AD 24)
Pomponius Mela (fl. 40s AD)
Isidore of Charax (1st century AD)
Mucianus (1st century AD)
Pliny the Elder (AD 23 – 79), Natural History
Marinus of Tyre (AD 70 – 130)
Ptolemy (90–168), Geography
Pausanias (2nd century)
Agathedaemon of Alexandria (2nd century)
Dionysius of Byzantium (2nd century)
Agathemerus (3rd century)
Tabula Peutingeriana (4th century)
Alypius of Antioch (4th century)
Marcian of Heraclea (4th century)
Expositio totius mundi et gentium (AD 350–362)
Julius Honorius (very uncertain: 4th, 5th or 6th century)
Byzantine Empire
Hierocles (author of Synecdemus) (6th century)
Cosmas Indicopleustes (6th century)
Stephanus of Byzantium (6th century)

",https://en.wikipedia.org/wiki/List_of_Graeco-Roman_geographers,Ancient Roman battles
Roman sculpture,"The study of Roman sculpture is complicated by its relation to Greek sculpture. Many examples of even the most famous Greek sculptures, such as the Apollo Belvedere and Barberini Faun, are known only from Roman Imperial or Hellenistic ""copies"". At one time, this imitation was taken by art historians as indicating a narrowness of the Roman artistic imagination, but, in the late 20th century, Roman art began to be reevaluated on its own terms: some impressions of the nature of Greek sculpture may in fact be based on Roman artistry.

The strengths of Roman sculpture are in portraiture, where they were less concerned with the ideal than the Greeks or Ancient Egyptians, and produced very characterful works, and in narrative relief scenes.  Examples of Roman sculpture are abundantly preserved, in total contrast to Roman painting, which was very widely practiced but has almost all been lost. Latin and some Greek authors, particularly Pliny the Elder in Book 34 of his Natural History, describe statues, and a few of these descriptions match extant works. While a great deal of Roman sculpture, especially in stone, survives more or less intact, it is often damaged or fragmentary; life-size bronze statues are much more rare as most have been recycled for their metal.
Most statues were actually far more lifelike and often brightly colored when originally created; the raw stone surfaces found today is due to the pigment being lost over the centuries.

",https://en.wikipedia.org/wiki/Roman_sculpture,Ancient Roman battles
Battle of Singara (344),"The Battle of Singara was fought in 344 between Roman and Sasanian Persian forces. The Romans were led in person by Emperor Constantius II, while the Persian army was led by King Shapur II of Persia. It is the only one of the nine pitched battles recorded to have been fought in a war of over twenty years, marked primarily by indecisive siege warfare, of which any details have been preserved. Although the Persian forces prevailed on the battlefield, both sides suffered heavy casualties.",https://en.wikipedia.org/wiki/Battle_of_Singara_(344),Ancient Roman battles
Greco-Persian Wars,"The Greco-Persian Wars (also often called the Persian Wars) were a series of conflicts between the Achaemenid Empire and Greek city-states that started in 499 BC and lasted until 449 BC. The collision between the fractious political world of the Greeks and the enormous empire of the Persians began when Cyrus the Great conquered the Greek-inhabited region of Ionia in 547 BC. Struggling to control the independent-minded cities of Ionia, the Persians appointed tyrants to rule each of them. This would prove to be the source of much trouble for the Greeks and Persians alike.
In 499 BC, the tyrant of Miletus, Aristagoras, embarked on an expedition to conquer the island of Naxos, with Persian support; however, the expedition was a debacle and, preempting his dismissal, Aristagoras incited all of Hellenic Asia Minor into rebellion against the Persians. This was the beginning of the Ionian Revolt, which would last until 493 BC, progressively drawing more regions of Asia Minor into the conflict. Aristagoras secured military support from Athens and Eretria, and in 498 BC these forces helped to capture and burn the Persian regional capital of Sardis. The Persian king Darius the Great vowed to have revenge on Athens and Eretria for this act. The revolt continued, with the two sides effectively stalemated throughout 497–495 BC. In 494 BC, the Persians regrouped and attacked the epicenter of the revolt in Miletus. At the Battle of Lade, the Ionians suffered a decisive defeat, and the rebellion collapsed, with the final embers being stamped out the following year.
Seeking to secure his empire from further revolts and from the interference of the mainland Greeks, Darius embarked on a scheme to conquer Greece and to punish Athens and Eretria for the burning of Sardis. The first Persian invasion of Greece began in 492 BC, with the Persian general Mardonius successfully re-subjugating Thrace and Macedon before several mishaps forced an early end to the rest of the campaign. In 490 BC a",https://en.wikipedia.org/wiki/Greco-Persian_Wars,Greek Persian Wars
First Persian invasion of Greece,"The first Persian invasion of Greece took place from 492 BC to 490 BC, as part of the Greco-Persian Wars. It ended with a decisive Athenian-led victory over the Achaemenid Empire during the Battle of Marathon. Consisting of two distinct campaigns, the invasion of the independent Greek city-states was ordered by the Persian king Darius the Great, who sought to punish Athens and Eretria after they had supported the earlier Ionian Revolt. Additionally, Darius also saw the subjugation of Greece as an opportunity to expand into Southeast Europe and thereby ensure the security of the Achaemenid Empire's western frontier.
The first campaign, in 492 BC, was led by the Persian commander Mardonius, who re-subjugated Thrace and forced Macedon to become a fully subordinate client kingdom within the Achaemenid Empire; it had been a Persian vassal as early as the late 6th century BC—probably in 512 BC. However, further progress was prevented when Mardonius' fleet was wrecked in a storm off the coast of Mount Athos. The following year, having demonstrated his intentions, Darius sent envoys to all parts of Greece, demanding their submission. He received it from almost all of them, but not from Athens and Sparta, both of which executed the envoys sent to them. With Athens still defiant, and Sparta now effectively at war with the Persians, Darius ordered a further military campaign for the following year.
The second Persian campaign, in 490 BC, was led by the Persian commanders Datis and Artaphernes. The expedition headed first to Naxos, which was captured and burned, and then leapfrogged between the rest of the Cycladic Islands, annexing each of them into the Achaemenid Empire. Reaching Greece, they landed at Eretria, which they besieged, and after a brief time, captured. The Eretrians were enslaved and their city was burned. Finally, the expedition headed to Attica, landing at Marathon, en route to Athens. There, they were met by a smaller Athenian army, which nevertheless proceede",https://en.wikipedia.org/wiki/First_Persian_invasion_of_Greece,Greek Persian Wars
Second Persian invasion of Greece,"The second Persian invasion of Greece (480–479 BC) occurred during the Greco-Persian Wars, as King Xerxes I of Persia sought to conquer all of Greece. The invasion was a direct, if delayed, response to the defeat of the first Persian invasion of Greece (492–490 BC) at the Battle of Marathon, which ended Darius I's attempts to subjugate Greece. After Darius's death, his son Xerxes spent several years planning for the second invasion, mustering an enormous army and navy. The Athenians and Spartans led the Greek resistance. About a tenth of the Greek city-states joined the 'Allied' effort; most remained neutral or submitted to Xerxes.
The invasion began in spring 480 BC, when the Persian army crossed the Hellespont and marched through Thrace and Macedon to Thessaly. The Persian advance was blocked at the pass of Thermopylae by a small Allied force under King Leonidas I of Sparta; simultaneously, the Persian fleet was blocked by an Allied fleet at the straits of Artemisium. At the famous Battle of Thermopylae, the Allied army held back the Persian army for three days, before they were outflanked by a mountain path and the Allied rearguard was trapped and annihilated. The Allied fleet had also withstood two days of Persian attacks at the Battle of Artemisium, but when news reached them of the disaster at Thermopylae, they withdrew to Salamis.
After Thermopylae, all of Euboea, Phocis, Boeotia and Attica fell to the Persian army, which captured and burnt Athens. However, a larger Allied army fortified the narrow Isthmus of Corinth, protecting the Peloponnesus from Persian conquest. Both sides thus sought a naval victory that might decisively alter the course of the war. The Athenian general Themistocles succeeded in luring the Persian navy into the narrow Straits of Salamis, where the huge number of Persian ships became disorganised, and were soundly beaten by the Allied fleet. The Allied victory at Salamis prevented a quick conclusion to the invasion, and fearing becoming",https://en.wikipedia.org/wiki/Second_Persian_invasion_of_Greece,Greek Persian Wars
Roman–Greek wars,"The Roman–Greek wars were a series of armed conflicts between the Roman Republic and several Greek states.
The list includes:

The Pyrrhic War (280–275 BC), which ended with the victory of the Romans and the conquest of Epirote territories in South Italy despite earlier albeit costly victories by king Pyrrhus of Epirus, since regarded as 'Pyrrhic victories' (making the origin of this term).
The First Macedonian War (214–205 BC), which ended with the Peace of Phoenice.
The Second Macedonian War (200–197 BC), during which the Romans declared ""the freedom of Greece"" from the Kingdom of Macedon.
The Roman–Seleucid war (192–188 BC), which ended with the Treaty of Apamea.
The Third Macedonian War (171–168 BC), after which Macedonian territory was divided into four Roman client republics.
The Fourth Macedonian War (150–148 BC), after which Macedonia was formally annexed.
The Achaean War (146 BC), in which Rome gave a heavy blow to Greece with the Battle of Corinth, completely destroyed the city, and annexed mainland Greece.
The First Mithridatic War (89–85 BC), during which Rome fought with the Kingdom of Pontus over control of Anatolia.
The Second Mithridatic War (83–81 BC), which ended with a Pontic victory.
The Third Mithridatic War (73–63 BC), in which Rome conquered both the Kingdom of Pontus and Syria.
The Pontic War (48–47 BC), in which Rome defeated Pharnaces II, who had plans to restore the Kingdom of Pontus.
The War of Actium (32–30 BC), in which Rome delivered the final blow by conquering Ptolemaic Egypt and ending the Hellenistic period.",https://en.wikipedia.org/wiki/Roman%E2%80%93Greek_wars,Greek Persian Wars
Classical Greece,"Classical Greece was a period of around 200 years (the 5th and 4th centuries BC) in Ancient Greece, marked by much of the eastern Aegean and northern regions of Greek culture (such as Ionia and Macedonia) gaining increased autonomy from the Persian Empire; the peak flourishing of democratic Athens; the First and Second Peloponnesian Wars; the Spartan and then Theban hegemonies; and the expansion of Macedonia under Philip II. Much of the early defining mathematics, science, artistic thought (architecture, sculpture), theatre, literature, philosophy, and politics of Western civilization derives from this period of Greek history, which had a powerful influence on the later Roman Empire. Part of the broader era of classical antiquity, the classical Greek era ended after Philip II's unification of most of the Greek world against the common enemy of the Persian Empire, which was conquered within 13 years during the wars of Alexander the Great, Philip's son.
In the context of the art, architecture, and culture of ancient Greece, the Classical period corresponds to most of the 5th and 4th centuries BC (the most common dates being the fall of the last Athenian tyrant in 510 BC to the death of Alexander the Great in 323 BC). The Classical period in this sense follows the Greek Dark Ages and Archaic period and is in turn succeeded by the Hellenistic period.",https://en.wikipedia.org/wiki/Classical_Greece,Greek Persian Wars
Battle of Plataea,"The Battle of Plataea was the final land battle during the second Persian invasion of Greece. It took place in 479 BC near the city of Plataea in Boeotia, and was fought between an alliance of the Greek city-states (including Sparta, Athens, Corinth and Megara), and the Achaemenid Empire of Xerxes I (allied with Greek states including Boeotia, Thessalia, and Macedon).
At the preceding Battle of Salamis, the allied Greek navy had won an unlikely but decisive victory, preventing the conquest of the Peloponnesus region. Xerxes then retreated with much of his army, leaving his general Mardonius to finish off the Greeks the following year. In the summer of 479 BC, the Greeks assembled a huge army and marched out of the Peloponnesus. The Persians retreated to Boeotia and built a fortified camp near Plataea. The Greeks, however, refused to be drawn into the prime terrain for cavalry around the Persian camp, resulting in a stalemate that lasted eleven days. 
While attempting a retreat after their supply lines were disrupted, the Greek battle line fragmented. Thinking that the Greeks were in full retreat, Mardonius ordered his forces to pursue them, but the Greeks, particularly the Spartans, Tegeans and Athenians halted and gave battle, routing the lightly armed Persian infantry and killing Mardonius. A large portion of the Persian army was trapped in its camp and killed. The destruction of this army, and the remnants of the Persian navy allegedly on the same day at the Battle of Mycale, decisively ended the invasion.

",https://en.wikipedia.org/wiki/Battle_of_Plataea,Greek Persian Wars
Peloponnesian War,"The Second Peloponnesian War (431–404 BC), often called the Peloponnesian War (Ancient Greek: Πόλεμος τῶν Πελοποννησίων, romanized: Pólemos tō̃n Peloponnēsíōn), was a war fought between Athens and Sparta and their respective allies for the hegemony of the ancient Greek world. The war remained undecided until the later intervention of the Persian Empire in support of Sparta. Led by Lysander, the Spartan fleet (built with Persian subsidies) finally defeated Athens, which began a period of Spartan hegemony over Greece.

Historians have traditionally divided the war into three phases. The first phase (431–421 BC) was named the Ten Years War, or the Archidamian War, after the Spartan king Archidamus II, who invaded Attica several times with the full Hoplite army of the Peloponnesian League, the alliance network dominated by Sparta (then known as Lacedaemon). The Long Walls of Athens rendered this strategy ineffective, while the superior navy of the Delian League (Athens' alliance) raided the Peloponnesian coast to trigger rebellions within Sparta. The precarious Peace of Nicias was signed in 421 BC and lasted until 413 BC. Several proxy battles took place during this period, notably the battle of Mantinea in 418 BC, won by Sparta against an ad-hoc alliance of Elis, Mantinea (both former Spartan allies), Argos, and Athens. The main event was the Sicilian Expedition, between 415 and 413 BC, during which Athens lost almost all its navy in the attempt to capture Syracuse, an ally of Sparta.
The Sicilian disaster prompted the third phase of the war (413–404 BC), named the Decelean War, or the Ionian War, when the Persian Empire supported Sparta to recover the suzerainty of the Greek cities of Asia Minor, incorporated into the Delian League at the end of the Persian Wars. With Persian money, Sparta built a massive fleet under the leadership of Lysander, who won a streak of decisive victories in the Aegean Sea, notably at Aegospotamos, in 405 BC. Athens capitulated the followin",https://en.wikipedia.org/wiki/Peloponnesian_War,Greek Persian Wars
Roman–Persian wars,"The Roman–Persian wars, also called the Roman–Iranian wars, took place between the Greco-Roman world and the Iranian world, beginning with the Roman Republic and the Parthian Empire in 54 BC and ending with the Roman Empire (including the Byzantine Empire) and the Sasanian Empire in 628 AD. While the conflict between the two civilizations did involve direct military engagements, a significant role was played by a plethora of vassal kingdoms and allied nomadic nations, which served as buffer states or proxies for either side. Despite nearly seven centuries of hostility, the Roman–Persian wars had an entirely inconclusive outcome, as both the Byzantines and the Sasanians were attacked by the Rashidun Caliphate as part of the early Muslim conquests.  The Rashidun offensives resulted in the collapse of the Sasanian Empire and largely confined the Byzantine Empire to Anatolia for the ensuing Arab–Byzantine wars.
Aside from shifts in the north, the Roman–Persian border remained largely stable for the duration of the conflict, albeit subject to an effective tug of war: towns, fortifications, and provinces were continually sacked, captured, destroyed, and traded, but neither side had the logistical strength or manpower to maintain such lengthy campaigns far from their borders, and thus neither could advance too far without risking stretching their frontiers too thin. Both sides did make conquests beyond the border, but in time, the balance was almost always restored. Although initially different in military tactics, the Romans and the Persians gradually adopted from each other, and by the second half of the 6th century, they were similar and evenly matched.
Ultimately, the expense of resources during the Roman–Persian wars proved catastrophic for both sides, as the prolonged and escalating warfare of the 6th and 7th centuries left them militarily exhausted and vulnerable in the face of the sudden emergence and expansion of the Rashidun army. Benefiting from the two empires'",https://en.wikipedia.org/wiki/Roman%E2%80%93Persian_wars,Greek Persian Wars
Achaemenid destruction of Athens,"During the second Persian invasion of Greece, which took place from 480 to 479 BCE, Athens was captured and subsequently destroyed by the Achaemenid Empire. A prominent Greek city-state, it was attacked by the Persians in a two-phase offensive, amidst which the Persian king Xerxes the Great had issued an order calling for it to be torched. The Persian army commander Mardonius oversaw the razing of several structures of political and religious significance throughout the city, including the Acropolis, the Old Temple of Athena, and the Older Parthenon. Two years later, the Greek coalition retook Athens and dealt a devastating defeat to the Persian army during the Battle of Plataea, killing Mardonius and setting the stage for the eventual expulsion of all Persian troops from southern Greece.
Athens' destruction by the Persians prompted the Greeks to build the Themistoclean Wall around the city in an effort to deter future invaders, and the event continued to have an impact on Greek society for a prolonged period; a number of Athenian artifacts that had been taken to Persia during the Greco-Persian Wars were returned to Greece during the Wars of Alexander the Great, and according to the Greek historians Plutarch and Diodorus, it was the legacy of the Persian assault on Athens that ultimately influenced Alexander's decision to burn down the Palace of Persepolis near the end of his conquest of Persia in 330 BC.",https://en.wikipedia.org/wiki/Achaemenid_destruction_of_Athens,Greek Persian Wars
List of Greco-Persian Wars,"The following is a list of wars fought between Greeks and Persians.
  Greek/Seleucid/Byzantine victory
  Persian/Parthian/Sasanian victory
  Inconclusive",https://en.wikipedia.org/wiki/List_of_Greco-Persian_Wars,Greek Persian Wars
Battle of Marathon,"The Battle of Marathon took place in 490 BC during the first Persian invasion of Greece. It was fought between the citizens of Athens, aided by Plataea, and a Persian force commanded by Datis and Artaphernes. The battle was the culmination of the first attempt by Persia under King Darius I to subjugate Greece. The Greek army inflicted a crushing defeat on the more numerous Persians, marking a turning point in the Greco-Persian Wars.
The first Persian invasion was a response to Athenian involvement in the Ionian Revolt, when the city-states of Athens and Eretria each sent a force to support the cities of Ionia in their attempt to overthrow Persian rule. The Athenians and Eretrians had succeeded in capturing and burning Sardis, but they were then forced to retreat with heavy losses. In response to this raid, Darius swore to burn down the two cities that had aided the failed revolt. According to Herodotus, Darius had his bow brought to him and then shot an arrow ""upwards towards heaven"", saying as he did so: ""Zeus, that it may be granted me to take vengeance upon the Athenians!"" Herodotus further writes that Darius charged one of his servants to say ""Master, remember the Athenians"" three times before dinner each day.
At the time of the battle, Sparta and Athens were the two largest city-states in Greece. Once the Ionian revolt was finally crushed by the Persian victory at the Battle of Lade in 494 BC, Darius began making plans to subjugate Greece. In 490 BC, he sent a naval task force under Datis and Artaphernes across the Aegean Sea, to subjugate the Cyclades islands and then to make punitive attacks on Athens and Eretria. Reaching the island of Euboea in mid-summer after a successful campaign in the Aegean, the Persians proceeded to besiege and capture Eretria. The Persian force then sailed for Attica, landing in the bay near the town of Marathon. The Athenians, joined by a small force from Plataea, marched to Marathon, and succeeded in blocking the two exits from th",https://en.wikipedia.org/wiki/Battle_of_Marathon,Greek Persian Wars
Wars of the Delian League,"The Wars of the Delian League (477–449 BC) were a series of campaigns fought between the Delian League of Athens and her allies (and later subjects), and the Achaemenid Empire of Persia. These conflicts represent a continuation of the Greco-Persian Wars, after the Ionian Revolt and the first and second Persian invasions of Greece.
The Greek alliance, centred on Sparta and Athens, that had defeated the second Persian invasion had initially followed up this success by capturing the Persian garrisons of Sestos and Byzantium, both in Thrace, in 479 and 478 BC respectively. After the capture of Byzantium, the Spartans elected not to continue the war effort, and a new alliance, commonly known as the Delian League, was formed, with Athens very much the dominant power. Over the next 30 years, Athens would gradually assume a more hegemonic position over the league, which gradually evolved into the Athenian Empire.
Throughout the 470s BC, the Delian League campaigned in Thrace and the Aegean to remove the remaining Persian garrisons from the region, primarily under the command of the Athenian politician Cimon. In the early part of the next decade, Cimon began campaigning in Asia Minor, seeking to strengthen the Greek position there. At the Battle of the Eurymedon in Pamphylia, the Athenians and allied fleet achieved a stunning double victory, destroying a Persian fleet and then landing the ships' marines to attack and rout the Persian army. After this battle, the Persians took an essentially passive role in the conflict, anxious not to risk battle where possible.
Towards the end of the 460s BC, the Athenians took the ambitious decision to support a revolt in the Egyptian satrapy of the Persian Empire. Although the Greek task force achieved initial success, they were unable to capture the Persian garrison in Memphis, despite a three year long siege. The Persians then counter-attacked, and the Athenian force was itself besieged for 18 months, before being wiped out. This disast",https://en.wikipedia.org/wiki/Wars_of_the_Delian_League,Greek Persian Wars
Wars of Alexander the Great,"The wars of Alexander the Great were a series of conquests carried out by Alexander III of Macedon from 336 to 323 BC. They began with battles against the Achaemenid Empire, then under the rule of Darius III. After Alexander's chain of victories, he began a campaign against local chieftains and warlords that stretched from Greece to as far as the region of Punjab in South Asia. By the time he died, Alexander ruled over most regions of Greece and the conquered Achaemenid Empire, including much of Achaemenid Egypt.
Despite his military accomplishments, Alexander did not provide any stable alternative to the rule of the Achaemenids, as his untimely death threw the vast territories he conquered into a series of civil wars commonly known as the Wars of the Diadochi.
Alexander assumed kingship over ancient Macedonia following the assassination of his father, Philip II (r. 359–336 BC). During his two decades on the throne, Philip II had unified the poleis (Greek city-states) of mainland Greece (with Macedonian hegemony) under the League of Corinth. Alexander proceeded to solidify Macedonian rule by quashing a rebellion in the southern Greek city-states and staged a short but bloody excursion against the city-states to the north. He then proceeded east to carry out his plans to conquer the Achaemenid Empire. His campaign of conquests from Greece spanned across Anatolia, Syria, Phoenicia, Egypt, Mesopotamia, Greater Iran, Afghanistan, and India. He extended the boundaries of his Macedonian Empire as far east as the city of Taxila in modern-day Pakistan.
Prior to his death, Alexander had also made plans for a Macedonian military and mercantile expansion into the Arabian Peninsula, after which he planned to turn his armies to Carthage, Rome, and the Iberian Peninsula in the west. However, the Diadochi (his political rivals) abandoned these plans after he died; instead, within a few years of Alexander's death, the Diadochi began a series of military campaigns against each other",https://en.wikipedia.org/wiki/Wars_of_Alexander_the_Great,Greek Persian Wars
